entity,period,account_code,account_name,balance,bs_pl,status,account_category,sub_category,criticality,review_frequency,department,review_status,review_flag,report_type,analysis_required,review_checkpoint,reconciliation_type,variance_pct
ABEX,2022-06,11513031,Ratnkar Bnk 609000834147 In Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11513032,Ratnkar Bnk 609000834147 Out Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11513033,Ratnkar Bnk 609000834147 Misc Dr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11513034,Ratnkar Bnk 609000834147 Misc Cr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551320,Axis Bank 915020020296859 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551321,Axis Bank 915020020296859 In Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551322,Axis Bank 915020020296859 Out Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551323,Axis Bank 915020020296859 Misc Dr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551324,Axis Bank 915020020296859 Misc Cr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551370,Indusind Bank 201000130126 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551371,Indusind Bank 201000130126 In Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551372,Indusind Bank 201000130126 Out Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551373,Indusind Bank 201000130126 Misc Dr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551374,Indusind Bank 201000130126 Misc Cr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551390,Yes Bank 000781400001248 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551391,Yes Bank 000781400001248 In Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551392,Yes Bank 000781400001248 Out Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551393,Yes Bank 000781400001248 Misc Dr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11551394,Yes Bank 000781400001248 Misc Cr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11561690,HDFC Bank 57500000488222 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11562060,UBI 503501010032277 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11562061,UBI 503501010032277 In Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11562062,UBI 503501010032277 Out Payment,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11562063,UBI 503501010032277 Misc Dr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11562064,UBI 503501010032277 Misc Cr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588330,SCB 04457 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588331,SCB 04457 In Pmt,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588332,SCB 04457 Out Pmt,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588333,SCB 04457 Misc Dr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588334,SCB 04457 Misc Cr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588350,SCB 04473 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588370,SCB 04511 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588380,SCB 04538 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588381,SCB 04538 In Pmt,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588382,SCB 04538 Out Pmt,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588383,SCB 04538 Misc Dr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588384,SCB 04538 Misc Cr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588990,SBI 26111 Main,,BS,Assets,Short Term Borrowings,Cash Credit,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588991,SBI 26111 In Pmt,,BS,Assets,Short Term Borrowings,Cash Credit,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588992,SBI 26111 Out Pmt,,BS,Assets,Short Term Borrowings,Cash Credit,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588993,SBI 26111 Misc Dr,,BS,Assets,Short Term Borrowings,Cash Credit,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11588994,SBI 26111 Misc Cr,,BS,Assets,Short Term Borrowings,Cash Credit,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11594360,BOB 00264 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,True,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11594361,BOB 00264 In Pmt,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11594362,BOB 00264 Out Pmt,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11594363,BOB 00264 Misc Dr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11594364,BOB 00264 Misc Cr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11596840,SCB 11623 Main,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11596841,SCB 11623 In Pmt,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11596842,SCB 11623 Out Pmt,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11596843,SCB 11623 Misc Dr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11596844,SCB 11623 Misc Cr,,BS,Assets,Cash and Cash Equivalent,Current Account,Critical,Monthly,BRS,reviewed,Green,Reconciliation,False,Amount matched with BRS,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11599121,Customer Transfer In,,BS,Assets,Other Current Liabilities,Advance From Customer,Low,Half Yearly,O2C,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11640100,Fixed Deposits-Between 3 and 12 months,0.0,BS,Assets,Bank Balances,Fixed Deposit more than 3 months,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Bank Confirmation not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11640110,Fixed Deposits-Less than 3 months,0.0,BS,Assets,Cash and Cash Equivalent,Fixed Deposit 3 months or less,Critical,Monthly,TRM,flagged,Red,Confirmation,False,Bank Confirmation not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11640120,Fixed Deposits-More than 12 months,0.0,BS,Assets,Other Non Current Financial Assets,Fixed Deposits-Original Maturity more than 12 mths,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Bank Confirmation not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11640140,FD >12m Current,0.0,BS,Assets,Other Financial Assets,Margin Money,Critical,Monthly,TRM,flagged,Red,Working,True,Bank Confirmation not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11640150,FD >12m Current Adj,0.0,BS,Assets,Other Non Current Financial Assets,Fixed Deposits-Original Maturity more than 12 mths,Critical,Monthly,TRM,flagged,Red,Working,True,Bank Confirmation not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11641110,Fixed Deposits-Margin Money (Others),451027709.23,BS,Assets,Bank Balances,Margin Money,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Bank Confirmation not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11641160,Margin Money Non Current,0.0,BS,Assets,Other Non Current Financial Assets,Margin Money_LT,Medium,Quarterly,TRM,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11641170,Margin Money Non Current Adjustment,0.0,BS,Assets,Bank Balances,Margin Money,Critical,Monthly,TRM,reviewed,Green,Working,True,Balance matched with working,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11641180,Fixed Deposits-Margin Money (DSRA),2000000000.0,BS,Assets,Other Non Current Financial Assets,Margin Money_LT,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Bank Confirmation not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11641190,TRM-FD-Margin Money (DSRA)-NC Adjustment,,BS,Assets,Other Non Current Financial Assets,Margin Money_LT,Medium,Quarterly,TRM,reviewed,Green,Confirmation,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,11641210,TRM-FD-Margin Money (DSRA)-Non Current,,BS,Assets,Other Non Current Financial Assets,Margin Money_LT,Medium,Quarterly,TRM,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12101910,Investment in Mutual Funds-Short Term,0.0,BS,Assets,Current Investments,Invt in Mutual Fund_Quoted,Medium,Quarterly,TRM,reviewed,Green,Confirmation,True,Amount tallied with Mutual Fund Statements and MtM working ,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12101975,Investment in Pref Share-Subsidiary-Non Crnt-Unqtd,0.0,BS,Assets,Non Current Investment,Invt Subsidiary_Preference Shares_Unquoted_LT,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Secretarial Documents not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12102050,Investment in Eqty Share-Subsidiary-Non Crnt-Unqtd,107650014987.03,BS,Assets,Non Current Investment,Invt Subsidiary_Unquoted_LT,Critical,Monthly,TRM,flagged,Red,Reconciliation,True,Secretarial Documents not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12102100,Investments in Perpetual Securities NC,80000000000.0,BS,Assets,Non Current Investment,Inv Perpetual Sec NC,Critical,Monthly,TRM,flagged,Red,Reconciliation,True,Secretarial Documents not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12103090,Long Term Investment-Debenture/Bond- Unquoted,20374051665.0,BS,Assets,Non Current Investment,LT Inv CnvDb-Unquote,Critical,Monthly,TRM,flagged,Red,Reconciliation,True,Secretarial Documents not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12103100,LT Investment in Convertible Debenture-Unquoted,,BS,Assets,Non Current Investment,LT Inv CnvDb-Unquote,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Secretarial Documents not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12103200,IndAS-Deemed Invest in Subsidiaries,8945209741.3,BS,Assets,Non Current Investment,Invt Subsidiary_Unquoted_LT,Critical,Monthly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12103230,IndAS-MTM Investment in Mutual Fund Unquoted,0.0,BS,Assets,Current Investments,Invt in Mutual Fund_Quoted,Medium,Quarterly,TRM,reviewed,Green,Confirmation,True,Amount tallied with Mutual Fund Statements and MtM working ,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12103310,Investment in LLP,,BS,Assets,Non Current Investment,Invtestment in LLP_LT,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Secretarial Documents not available,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12200200,Land (Free Hold),373106961.64,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12200500,Building,158152346.94,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12200600,Computer Hardware,255642210.58,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12200700,Computer Software,159677024.04,BS,Assets,Intangible Assets,Intangible Assets,Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12200900,Office Equipment,146017622.77,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12201000,Plant & Machinery,6582293321.42,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12201100,Furniture & Fixtures,90302902.95,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12210000,Capital Work In Progress,0.0,BS,Assets,Capital Work in Progress,CWIP,Critical,Monthly,R2R - FA,flagged,Red,Working,True,Remarks from BU is pending (Quarterly certification practice to adopt),Reconciliation GL,Not Applicable
ABEX,2022-06,12210100,BPC-Capital Work In Progress,0.0,BS,Assets,Capital Work in Progress,CWIP,Critical,Monthly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12211000,Stock of Project Material-Domestic,96063.8,BS,Assets,Capital Work in Progress,CWIP,Critical,Monthly,R2R - FA,flagged,Red,Inventory report,True,"Direct Assets not capitalised as per Group Guidelines, apart amount tallied with Inventory listing and ageing",Non Reconciliation GL,Not Applicable
ABEX,2022-06,12211100,Stock of Project Material-Foreign,0.0,BS,Assets,Capital Work in Progress,CWIP,Critical,Monthly,R2R - FA,flagged,Red,Inventory report,True,"Direct Assets not capitalised as per Group Guidelines, apart amount tallied with Inventory listing and ageing",Non Reconciliation GL,Not Applicable
ABEX,2022-06,12220500,Accumulated Depreciation-Building,-60030121.43,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12220600,Accumulated Depreciation-Computer Hardware,-242278619.02,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12220700,Accumulated Depreciation-Computer Software,-159674922.75,BS,Assets,Intangible Assets,Intangible Assets,Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12220900,Accumulated Depreciation-Office Equipment,-140547833.68,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12221000,Accumulated Depreciation-Plant & Machinery,-2063790091.02,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12221100,Accumulated Depreciation-Furniture & Fixtures,-76858343.48,BS,Assets,"Property, plant and equipment","Property, plant and equipment",Medium,Quarterly,R2R - FA,reviewed,Green,Fixed asset report,True,Amount tallied with Fixed Asset Register,Reconciliation GL,Not Applicable
ABEX,2022-06,12222900,ACQUISITION-DOWN PAYMENT-CWIP,1759348919.18,BS,Assets,Other Non Current Assets,Capital Advances,Medium,Quarterly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Reconciliation GL,Not Applicable
ABEX,2022-06,12222910,ACQUISITION-DOWN PAY-CWIP-CLG,-1759348919.18,BS,Assets,Other Non Current Assets,Capital Advances,Low,Half Yearly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,12300100,Deferred Tax Assets,0.36,BS,Assets,Deferred Tax Liabilities,Deferred Tax Assets,Medium,Quarterly,R2R,reviewed,Green,Working,True,Amount tallied with Deferred tax workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21100050,Creditors-With Debit Balance Adjustment,0.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21100100,Sundry Creditors-Domestic,-186974180.1,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21100600,Sundry Creditors-Foreign,29979760.26,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21100700,Sundry Creditors-Group Company,39930882.2,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21100800,Sundry Creditors-Employees,126597.18,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21100980,Sundry Creditors-Credit Card,14.68,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21101000,BPC-Sundry Creditors-Expenses,-26446175.430000007,BS,Liabilities,Trade Payables,Trade Payables,Critical,Monthly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21101010,BPC-Sundry Creditors-Capital Goods,32311997.0,BS,Liabilities,Other Current Financial Liabilities,Payable for Fixed Assets,Critical,Monthly,R2R,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21101300,Deposit from Customers,0.0,BS,Liabilities,Other Current Liabilities,Other Current Liabilities and Other Payables,Medium,Quarterly,O2C,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21101610,Other Current Liabilities- Forex Adjustment Accoun,0.0,BS,Liabilities,Other Current Liabilities,Other Current Liabilities and Other Payables,Low,Half Yearly,R2R,reviewed,Green,Working,True,Amount tallied with workings,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21102000,Payable-Statutory,0.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Medium,Quarterly,B2P,flagged,Red,BU Score card,True,Remarks from BU is pending,Reconciliation GL,Not Applicable
ABEX,2022-06,21103100,Payable-PF Employee's Contribution,-1698066.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,R2R,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103200,Payable-ESI Employee's Contribution,0.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,R2R,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103300,Payable-ESI Employer's Contribution,0.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,R2R,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103400,Payable-PF Employer's Contribution,-1309779.22,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,R2R,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103500,Payable-Labour Welfare Fund,-126.0,BS,Liabilities,Other Current Liabilities,Statutory liabilities,Critical,Monthly,R2R,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103600,Payable-Salary,0.0,BS,Liabilities,Trade Payables,Trade Payables,Critical,Monthly,R2R,reviewed,Green,Working,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103620,Pybl-Benevolent Fund,-186017.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,R2R,flagged,Red,Working,True,There shall be nil balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103640,Salary Deduction from Employee,-500.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,R2R,flagged,Red,Working,True,There shall be nil balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103660,Payable-Medical Insurance,-5829.0,BS,Liabilities,Trade Payables,Trade Payables,Medium,Quarterly,B2P,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103700,Payable-National Pension Scheme,-307270.09,BS,Liabilities,Trade Payables,Trade Payables,Critical,Monthly,B2P,flagged,Red,Working,True,"Amount o/s for > 30 days, no reconciliation available",Non Reconciliation GL,Not Applicable
ABEX,2022-06,21103710,Township Welfare Fund,0.0,BS,Liabilities,Trade Payables,Trade Payables,Low,Half Yearly,B2P,reviewed,Green,Reconciliation,True,Equal contribution done,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21105120,TRM-LC-ILC-Secured,0.0,BS,Liabilities,Long Term Borrowings,Secured Trade Credit - Banks_LT,Critical,Monthly,TRM,reviewed,Green,Confirmation,False,No Balance,Non Reconciliation GL,Not Applicable
ABEX,2022-06,21105180,TRM-FLC-Secured- Short Term,0.0,BS,Liabilities,Short Term Borrowings,Secured Trade Credit - Banks,Critical,Monthly,TRM,flagged,Red,Confirmation,True,Agreement not available,Non Reconciliation GL,Not Applicable
